docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos_base;lemma_base;construction;cent;form_base
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;son qui per servirti . Io son tuo maggiordomo Come scrive uno istorico da Como . Questi miei parenti son;mezzi matti;: saprai poi tutto . Non ti dico più per ora onde non prendermi oggi la seconda arrabbiatura , sopra;adj;matto;mezzo;1800;matti
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;al solito , e non ebbe quindi più forza di ritornarvi . Fu riaccompagnate da varie persone che lo trovarono;mezzo perduto;per la via , benchè sempre presente a se stesso . Per le scale bisognò alzarlo e portarlo di peso;adj;perduto;mezzo;1800;perduto
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;silenzio io intendo di quel suono che deciso e non deciso , qual ' é precisamente quello di un pianto;mezzo represso;, suole udirsi in modo che quasi il silenzio stesso di un tempio non n ' é assolutamente vinto :;adj;represso;mezzo;1800;represso
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;di buona grazia , e così siccome i lamenti presso a poco somigliano in tutte le voci , i frati;mezzo soddisfatti;"e mezzo no si partivano . Si fece finalmente giorno ; venne Bernetti bagnato come un pulcino ; io gli";adj;soddisfatto;mezzo;1800;soddisfatti
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;sopra eseguire delle minute e prudenti verificazioni , la faccenda è finita coll ' invio alle Scalette d ' una;mezza monachella;che avea finto il prodigio mediante il sangue di un piccione . Questa mezza-monachella , che simulava la profetessa ,;noun;monachella;mezzo;1800;monachella
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;nulla di ben certo , ma spero che succederà . Verrei allora sul principio di settembre . Intanto prenditi questa;mezza partecipazione;. A voce poi saprai di che si tratta . In ogni evento ti terrò al giorno di quanto accadrà;noun;partecipazione;mezzo;1800;partecipazione
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;"cose ? - Che vi saluta , io soggiunsi ; e così terminò il tutto con una risata mia e";mezza risata;"sua . Non era ora di parlar d ' orologi ; ma verrà . Adesso poi è ora di terminar";noun;risata;mezzo;1800;risata
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;, sabato 21 aprile 1849 alle ore 9 antimeridiane Ciro mio caro . Dopo appena un paio di giorni di;mezza tregua;, eccoci tornati a stemperature atmosferiche peggiori anche delle precedenti ! Ieri mattina , con un pochino di azzardo ,;noun;tregua;mezzo;1800;tregua
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;sulla sua , dà udienza alla grande , porta una certa fittuccia all ' asola del vestito , parla con;mezze parole;, si dà per primo minutante del Ministero dell ' Interno , e fa ridere tutti quelli che lo hanno;noun;parola;mezzo;1800;parole
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;te ? - Giovedì egli mi pregò che lo raccomandassi al Rettore affinchè gli permetta qualche volta di prendersi un;mezzo gelato;quando è assai caldo , e secondo chè egli si sia portato bene , tanto più che gli altri compagni;noun;gelato;mezzo;1800;gelato
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;al proposito raccomandandoti il mio amico , da cui avrai la presente . Esso è un buon ometto , e;mezzo parente;di Mariuccia , mentre i genitori del di lei genitore Ab.e Conti erano regnicoli , nati in un paese anzi;noun;parente;mezzo;1800;parente
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;ripete il mal giuoco , ed anzi riaperta la finestra vi si sdraiò sotto sulla nuda terra , e così;seminudo;si addormentò . Figurati alla mattina ! Fu ritrovato tutto gonfio . Interrogato ripetutamente confessò finalmente il tutto , e;adj;nudo;semi-;1800;nudo
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;mano ardirà rimuoverlo se non la destra del compagno di Baldassare e Melchiorre . E Annamaria e Carolina in lingua;semicristiana;, e Peppe in lingua strona , dicono salute a te , alla tua fungofaga , alla tua dischiomata ,;adj;cristiano;semi-;1800;cristiana
doc#362;1692-1840;4_PERS_BELLI_LETTERE;PERSONALI;Giuseppe Gioacchino Belli;Lettere;1814-1837;;ad usum Laurentii . . . e quelle care -;semi-egizie;morate bestioline - Che ne ' cessi ed acquai vedi;adj;egizio;semi-;1800;egizie
doc#476;1841-1947;5_ESP_GIUSTI_CRONACA DEI FATTI DI TOSCANA;ESPOSITIVI;Giuseppe Giusti;Cronaca dei fatti di Toscana;1845-49;;Santo che Ella ha la bontà di credere , ma siccome appartiene a una famiglia illustre colla quale ho una;mezza parentela;, a me non istà bene lodarlo . Toccata la divozione patrizia anderò oltre nel raccontare . Le persone che;noun;parentela;mezzo;1800;parentela
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;fatto fare un bel Crocifisso di legno dipinto , grande al vero , e messolo nella cappella che sta a;mezza scesa;da Marino alla porta del Parco Colonna , ov ' è la fonte , e non gli piacendo lasciar bianco;adj;sceso;mezzo;1800;scesa
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;antica dimora . Mentre aspettavo che mi s ' aprisse , notai dall ' altra parte della strada una donna;mezza vecchia;che richiudeva la porta d ' una cantina dalla quale usciva con un boccione di vino . Era la sora;adj;vecchio;mezzo;1800;vecchia
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;, che cascano a pezzi , luride , affumicate : scalcinate le mura , e i tetti , le imposte;mezze rotte;, vero ritratto della desolazione : ecco tutto Baccano . Non vi sta se non il mastro di posta co;adj;rotto;mezzo;1800;rotte
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;accostando , e che dopo un poco si arresta alla porta di strada . Ne scende una compagnia di giovani;mezzi brilli;", de ' quali due soli conoscevo ; ed un di questi era Montanari . Dicono che sono venuti da";adj;brillo;mezzo;1800;brilli
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;che col frullone(4 ) e la sua pariglia del servizio di notte della razza Rospigliosi , aveva fatto ribaltare e;mezzo fracassato;"il mastro di stalla di Chigi , troppo ambizioso rivale ; crede lei non potesse aver capito qualche cosa di";adj;fracassato;mezzo;1800;fracassato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;simular sicurezza , gli domandò se fosse in casa il padrone . Frastrado , che era aldio , perciò uomo;mezzo libero;, soleva stare assai sulla sua trattando cogli schiavi , ma con Ardengo , che sapeva molto innanzi nella grazia;adj;libero;mezzo;1800;libero
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"si butta al terribil conflitto del fuoco . In un momento i destati sbalzano fuori di casa ; gli uomini";mezzo nudi;, le donne co ' figli in collo , per la mano , attaccati ai panni , che presi in;adj;nudo;mezzo;1800;nudi
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"spedii per Genova a Torino ; ed io mossi per Firenze , in compagnia d ' un certo monsignore ,";mezzo pazzarello;, mezzo originale , uomo però di grande ingegno . Egli faceva all ' amore nell ' istessa famiglia dove;adj;pazzarello;mezzo;1800;pazzarello
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;poco momento . Filippo che a codesto discorso poco attendeva ed aveva altro in capo , mi prendeva il polso;mezzo sbadato;"; e allora mi cacciai a ridere , e ritirando la mano soggiunsi : - Per questa volta terremo il";adj;sbadato;mezzo;1800;sbadato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;in fondo , quella del mezzo praticabile . Il Cav . Molteni in blouse e berretto di velluto coi calzoni;mezzo sbottonati;, la barba arricciata col ferro , passeggia agitato per la scena , e si mostra pieno di collera ,;adj;sbottonato;mezzo;1800;sbottonati
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;due correnti . Mi ricordo che si trovò , prima dell ' Appennino , un povero giovane romano che tornava;mezzo sciancato;"dall ' esercito . Presi a discorrere con lui in un punto dove i cavalli dovettero andare di passo ;";adj;sciancato;mezzo;1800;sciancato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;fuggire con Sergio Gladiatore che non era giovane , non era bello , aveva sulla fronte una natta , era;mezzo storpiato;dalle ferite . . . . Sed gladiator erat ! Chi di noi non s ' è dovuto meravigliare talvolta;adj;storpiato;mezzo;1800;storpiato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;era stato adoperato a formare il parapetto del pozzo del castello e sul quale , tra le molte lettere latine;mezzo cancellate;, si poteva pur leggere Aulo od Elio Vopisco . Questi due nomi , dati alternativamente ai maschi della famiglia;adj;cancellato;mezzo;1800;cancellate
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;lo spettatore altrimenti tutta abbracciarla che col pensiero , dopo averla da vari punti partitamente esaminata . Una scala esterna;mezzo diruta;"conduce alla porta principale ; ne comincia ivi un ' altra , che internamente sale fino al sommo dell '";adj;diruto;mezzo;1800;diruta
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;riflessione , e non ad accettarle umilmente bell ' e fatte da altri . Per quei tempi era certo una;mezza ribellione;il prendere così sotto gamba l ' Eroe di Virgilio . A me però , Virgilio o non Virgilio ,;noun;ribellione;mezzo;1800;ribellione
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;bellina l ' invenzione ? E non basta un poema , feci in quei tempi anche una commedia , una;mezza tragedia;, e poi odi e sonetti frementi per l ' Italia . La tragedia era Didone . Atto primo :;noun;tragedia;mezzo;1800;tragedia
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"s ' usa in simili casi ; al quale anch ' io , secondo l ' uso , rispondevo con";mezze parole;, ed atti del volto equivalenti al Domine non sum dignus . Alla fine , dopo un minuto di riflessione;noun;parola;mezzo;1800;parole
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;parola di canzonatura per un tipo tanto interessante e tanto utile ! Le donne in specie , e più le;mezze vecchie;"vi davano sulla voce : Ché ? . . . . ché ? . . . . "" un galantuomo";noun;vecchio;mezzo;1800;vecchie
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;era stato adoperato a formare il parapetto del pozzo del castello e sul quale , tra le molte lettere latine;mezzo cancellate;, si poteva pur leggere Aulo od Elio Vopisco . Questi due nomi , dati alternativamente ai maschi della famiglia;adj;cancellato;mezzo;1800;cancellate
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;mal impiegato . Padrone del campo era in questo momento un mio amico . Buon giovane , mezzo pittore ,;mezzo cantante;, che era altresì stato in scena , ma l ' aveva abbandonata per un impiego modesto , meno esposto;noun;cantante;mezzo;1800;cantante
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;, un vecchio padre Panizzoni , ci ricevette . Era piccolo , curvo , cogli occhi foderati di scarlatto ,;mezzo cieco;e credo anche un po ' rimbambito . Piangeva di consolazione , e tutti ce ne stavamo modesti e compunti;adj;cieco;mezzo;1800;cieco
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;lo spettatore altrimenti tutta abbracciarla che col pensiero , dopo averla da vari punti partitamente esaminata . Una scala esterna;mezzo diruta;"conduce alla porta principale ; ne comincia ivi un ' altra , che internamente sale fino al sommo dell '";adj;druto;mezzo;1800;diruta
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;facciano ridere - ove s ' incontrino in un artista , mostrano per lo più un ' invidia , un;mezzo dispetto;, potrei dire una stizza , paragonando in petto la loro vita accigliata col supposto vivere beato dell ' artista;noun;dispetto;mezzo;1800;dispetto
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;ed asciugandosi il sudore - non posso nasconderlo - col tovagliolo , saliva sul caval Pegaso , e via di;mezzo galoppo;"per una ventina di minuti senza impuntar mai ; e non era affare di poco . C ' era il";noun;galoppo;mezzo;1800;galoppo
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;balordo . V ' era , tra gli altri , in quel crocchio un omaccione grande e grosso come un;mezzo gigante;;noun;gigante;mezzo;1800;gigante
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;, un vero Ercole per forza , salute , potenza digestiva e vigore di polmoni . Non senza istruzione ,;mezzo letterato;"e poeta estemporaneo . "" curioso l ' osservare come in codesti paesi sia comune la facoltà d ' improvvisare";noun;letterato;mezzo;1800;letterato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;CAPITOLO XVI In quell ' epoca , non mi ricordo come , avevo conosciuto un tale dell ' Umbria ,;mezzo letterato;", mezzo politico , di quelle nature candide , credenzone , come se ne trovan tante in Italia ; e";noun;letterato;mezzo;1800;letterato
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;la sua cima , sulla quale posa la chiesa . L ' aspetto dell ' insieme è mezzo religioso ,;mezzo militare;, per merli e bertesche , quale l ' avevano i monasteri in quell ' età . Di questo luogo;adj;militare;mezzo;1800;militare
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"a Torino ; ed io mossi per Firenze , in compagnia d ' un certo monsignore , mezzo pazzarello ,";mezzo originale;, uomo però di grande ingegno . Egli faceva all ' amore nell ' istessa famiglia dove ero impiegato io;adj;originale;mezzo;1800;originale
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;' intende , pensano allo stesso modo , ma sta nella forza d ' inerzia . L ' abitudine è;mezzo padrona;"del mondo : "" così faceva mio padre "" - anche in quest ' èra di rivoluzioni - è sempre";adj;padrone;mezzo;1800;padrona
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Ma non ci mettiamo per questa via , ché Dio sa dove finisce ! . . . e poi ho;mezzo paura;di diventare un po ' troppo Geremia colle mie continue riflessioni . Del resto , siccome le pagine che seccano;verb;avere_paura;mezzo;1800;paura
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;tempo perduto o mal impiegato . Padrone del campo era in questo momento un mio amico . Buon giovane ,;mezzo pittore;, mezzo cantante , che era altresì stato in scena , ma l ' aveva abbandonata per un impiego modesto;noun;pittore;mezzo;1800;pittore
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;. Il sor Virginio Maldura era questo fortunato mortale , nipote , se non isbaglio , di un tal Maldura;mezzo pittore;, mezzo ristauratore e negoziante di quadri antichi che abitava da piazza Barberini . Pare che al signor Virginio ,;noun;pittore;mezzo;1800;pittore
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;quell ' epoca , non mi ricordo come , avevo conosciuto un tale dell ' Umbria , mezzo letterato ,;mezzo politico;", di quelle nature candide , credenzone , come se ne trovan tante in Italia ; e siccome egli intendeva";noun;politico;mezzo;1800;politico
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Virginio Maldura era questo fortunato mortale , nipote , se non isbaglio , di un tal Maldura mezzo pittore ,;mezzo ristauratore;e negoziante di quadri antichi che abitava da piazza Barberini . Pare che al signor Virginio , scapolo , non;noun;ristauratore;mezzo;1800;ristauratore
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;un po ' di rappresentanza : ed eccomi , senz ' essermene quasi accorto , diventato un diplomatico , un;mezzo segretario;d ' ambasciata , un attaché . In un mese , da studente dell ' università , mi trovavo in;noun;segretario;mezzo;1800;segretario
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"messo sottosopra cielo e terra , e finalmente trovato a Roma l ' uomo che faceva per lui ; un";mezzo signorotto;"da dozzina . Devo confessare che ne ho dimenticato il nome ; ricordo però bene il fatto , che fu";noun;signorotto;mezzo;1800;signorotto
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Ah ! ho capito . . . l ' affare di ier sera . . . Lui mi fa un;mezzo sogghigno;, e poi parlando col vetturino : - Be ' , e Andrea ? - Ancora è vivo , ma;noun;sogghigno;mezzo;1800;sogghigno
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;' incendi , della violenta morte del padre , seguiva la madre pieno di sospetto e , tratto tratto ,;mezzo piangendo;, l ' interrogava : - Dove andiamo , mamma , così soli ? Dove mi vuoi condurre ? Avessimo;verb;piangere;mezzo;1800;piangendo
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;quelle facce sicure , dominatrici , dei nostri tiranni , confuse , atterrite , inclinarsi , far buon viso ,;mezzo raccomandarsi;"a que ' Sciti ; e temendo che da un momento all ' altro mandassero collegio , frati e collegiali";verb;raccomandarsi;mezzo;1800;raccomandarsi
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Me lo vedo ritto sull ' uscio suo , senz ' altro indosso che la camicia , e gli dico;mezzo ridendo;": - Credevo che andavi pel secondo sonno ! - Non dormo , no ; non dormo - mi risponde";verb;ridere;mezzo;1800;ridendo
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;", le virtù sociali ; bisognava batterli . Ed io cambiai i chassés e gli entrechats con un ' aria";semi seria;", ed un tantino caustica , e me n ' andai qua e là criticando tutto ; impiegando a torto";adj;serio;semi-;1800;seria
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;più raro ed eccezionale di quanto comunemente si crede . E poi , che bisogno di farci entrare le nazioni;semibarbare;? In Europa , nella leggente Europa , quelle classi che non avevano bisogno di lavorare e che quindi leggevano;adj;barbaro;semi-;1800;barbare
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Papa meritano che ne dica due parole . Gli usi , le consuetudini , come gli abusi e le tradizioni;semibarbare;"del medio evo , sono scomparse dappertutto meno che in corte di Roma . "" naturale : essa teme il";adj;barbaro;semi-;1800;barbare
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;alta nicchia stanno quasi a guardia del passo più cadaveri essiccati dal tempo , aggruppati intorno ad una croce ,;semicoperti;"di cenci ; né si potrebbe all ' orrida maestà del luogo , alla solitudine ed al silenzio , interrotto";adj;colto;semi-;1800;coperti
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;una loggia che gira da tre parti : stile del Cinquecento fin alle tegole . V ' è qualche pittura;semigrottesca;: le mura grosse cinque braccia . Non v ' è cosa notabile . Un pozzo nel cortile . La;adj;grottesco;semi-;1800;grottesca
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;eppure . . . . sia il cielo , il sole , la vista , il mare , gli abitanti;seminudi;", le memorie , le rovine , si finisce per trovarlo bello e poetico ; anche ricordando quella seconda gran";adj;nudo;semi-;1800;nudi
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;"generazioni , di tante diverse genti ; veda col pensiero le sottoposte gole delle Alpi vomitar torrenti or di barbari";seminudi;, più che di ferro , armati di bestial furore , or di schiere ordinate sotto selve di lancie ,;adj;nudo;semi-;1800;nudi
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;cavalieri ancor validi che corrono come turbini , e passando scalpitano senza pietà sui deboli che essi rovesciano , sui;semivivi;che finiscono d ' ammazzare . . . Mi diceva che in un punto ove la strada si trovò piena;adj;vivo;semi-;1800;vivi
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;e d ' onore fosse per lui questo classico e;semi-mitologico;battesimo . La valle di Lanzo ha per uso tradizionale;adj;#VALUE!;semi-;1800;mitologico
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Creda a me , troverÃ  presto sotto il velo del;semi-anonimo;, all ' ombra di quelle firme a parafrasi che;adj;#VALUE!;semi-;1800;anonimo
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;tempi molto posteriori , mi trovavo in Roma in forma;semi-officiale;. Un giorno penso di sbrigare molte visite di convenienza;adj;#VALUE!;semi-;1800;officiale
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;' io avessi da narrare tutte le diavolerie eroi-comiche e;semi-tragiche;che nacquero da quella nostra partie carrÃ©e , n ';adj;tragico;semi-;1800;tragiche
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;era riflesso come farebbe una palla d ' avorio ingiallito . Gli occhi serrati , le guancie aggrinzite di quel;semimartire;mostravano in qual mare di delizie nuotasse . Ma uno spettacolo più inaspettato mi fece presto scordare il prete .;noun;martire;semi-;1800;martire
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;mi svegliavo , vedevo sempre a farmi la guardia quel Sant ' Ignazio nero , immobile e che , nelle;semitenebre;che manteneva il debole lumicino della lampada dell ' altare , pareva tutt ' altro che un abitante del paradiso;noun;tenebra;semi-;1800;tenebre
doc#473;1841-1947;5_ESP_CATTANEO_PSICOLOGIA DELLE MENTI ASSOCIATE;ESPOSITIVI;Carlo Cattaneo;Psicologia delle menti associate;1859-66;;madri d ' un ' arte o d ' una scienza come doni fatti all ' umanità dalli dei o;semidei;. Ma in queste nuove analisi ebbe parte grande il caso . – Si narra che i Fénici , abbruciando;noun;dio;semi-;1800;dei
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;"aia ; ed egli gli servì maravigliosamente perchè agguindolato lui stesso : anzi scrittori , non mica scarmigliati , bensì";mezzo liberali;ravviati , e per bene non biasimano già il Governo della frode ma sì il Lesseps che se uomo svelto;adj;liberalo;mezzo;1800;liberali
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;"di Pompei può riscontrarsi agevolmente ; per la qual cosa io pensava : "" cave Cavour ! uomo avvisato è";mezzo salvato;"! "" Ammesso nello studio , intantochè il Conte terminava scrivere non so quale lettera , inventariai l ' uomo";adj;salvato;mezzo;1800;salvato
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;ammaestra che fornita una impresa con la sua ruina si procede riguardosi a incominciarne un ' altra , mentre la;mezza batosta;porge quasi lo addentellato a ripararla : arrogi l ' acquisto delle armi , e alla verosimiglianza che di tanti;noun;batosta;mezzo;1800;batosta
