docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#77;XIII cent.-1375;1_PROSA_DANTE_CONVIVIO;PROSA;Dante Alighieri;Convivio;1304-07;toscano;fece , o vero che la recente terra , di poco dipartita dal nobile corpo sottile e diafano , li;semi del;"cognato cielo ritenea . La quale , mista coll ' acqua del fiume , lo figlio di Iapeto "" ,";-
doc#239;1533-1691;3_ESP_ANTONIANO_TRE LIBRI DELL'EDUCAZIONE CHRISTIANA DEI FIGLIUOLI;ESPOSITIVI;Silvio Antoniano;Tre libri dell'educazione christiana dei figliuoli;1584;;momento , lo inserir per questa via nell ' animo del puttino , come in un terreno molle , i;semi del;timor di Dio , che con la divina gratia produrranno poi grandissimo frutto . DI QUANTA IMPORTANZA SIA UN BUON;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;quali cagioni quali interessi quali sdegni giammai vi moveranno se questi non vi muovono ? quali ecciteranno in voi i;semi del;valore e della generosità de ' vostri maggiori se questi non gli eccitano ? Con quanto dolore sentiranno , ne;-
doc#249;1533-1691;3_ESP_SARPI_ISTORIA DEL CONCILIO TRIDENTINO;ESPOSITIVI;Paolo Sarpi;Istoria del Concilio tridentino;1619;;, che erano Otranto , Taranto e Parma , e con gl ' ambasciatori cesarei , Lorena incomminciò a sparger;semi del;dissegno preso , che con una sessione ancora il concilio si finisse : diceva che egli non poteva esser in;-
doc#289;1533-1691;3_POES_TASSO_GERUSALEMME LIBERATA;POESIA;Torquato Tasso;Gerusalemme Liberata;1581;;nel cor le instiga il natural talento , volta l ' aperta bocca incontra l ' òra , raccoglie i;semi del;fecondo vento , e de ' tiepidi fiati ( oh meraviglia ! ) cupidamente ella concipe e figlia . 77;-
doc#331;1533-1691;3_TEATRO_GUARINI_PASTOR FIDO;TEATRO;Battista Guarini;Pastor Fido;1590;;"ne predisse in cotai voci appunto : "" Non avrà prima fin quel che v ' offende , che duo";semi del;"ciel congiunga Amore ; e di donna infedel l ' antico errore l ' alta pietà d ' un pastor";-
doc#331;1533-1691;3_TEATRO_GUARINI_PASTOR FIDO;TEATRO;Battista Guarini;Pastor Fido;1590;;"senti il tuon de la celeste voce ? "" Non avrà prima fin quel che v ' offende che duo";semi del;"ciel congiunga Amore "" . . . Scaturiscon dal core lagrime di dolcezza in tanta copia , ch ' io";-
doc#331;1533-1691;3_TEATRO_GUARINI_PASTOR FIDO;TEATRO;Battista Guarini;Pastor Fido;1590;;". "" Non avrà prima . . . non avrà prima fin quel che v ' offende , che duo";semi del;ciel congiunga Amore , e di donna infedel l ' antico errore l ' alta pietà d ' un pastor;-
doc#346;1692-1840;4_ESP_FOSCOLO_DISCORSO SUL TESTO DELLA COMMEDIA DI DANTE;ESPOSITIVI;Ugo Foscolo;Discorso sul testo della Commedia di Dante;1825;;"principio d ' ogni politico sistema di Dante ; e qualvolta ei v ' alluda , tu puoi raccogliere i";semi del;suo libro intorno alla Monarchia , diretto tutto ad abbattere i ReSacerdoti . Pur nel Convito parla raramente della Chiesa;-
doc#371;1692-1840;4_POES_AUTORI VARI_RIME DEGLI ARCADI 1;POESIA;Autori vari;Rime degli arcadi (tomo 1);1716;;, Né riverenza o fede avranno a i liti . Nel mio desio profondo Struggere invan non penso Gli alti;semi del;"Mondo ; Sol per unico dono Della mia ferità lasciar prefissi Le tenebre e gli abissi . Ma perché fuor";-
doc#371;1692-1840;4_POES_AUTORI VARI_RIME DEGLI ARCADI 1;POESIA;Autori vari;Rime degli arcadi (tomo 1);1716;;"mia cuna Con torvo aspetto empio Saturno , e fiero ; E i primi pianti la crudel fortuna Serbò per";semi del;suo sdegno altero . Con turbini infiniti Scosse il tenero fior de ' miei verdi anni , Multiplicando affanni ,;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;a poco e tutt ' i pregiudizi e tutti gli errori e tutte quelle parole inesatte , che ricoprivano i;semi del;vero ed impedivano che germogliassero . Ma questo metodo può sol valere tra coloro i quali sentano già l ';-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;la facolta ' attaccaticcia , ma non in tutti i tempi , ne ' in tutte le circostanze . I;semi del;fatal fungo entrando nel filugello e cosi ' dicasi di altri insetti , germogliano , la pianta si nutre e;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;che si generi o sprigioni se non totalmente per la maggior parte , almeno all ' epoca della formazione dei;semi del;detto fungo parassito o della loro fecondazione . Ma qualunque sia l ' epoca della genesi di tal materia o;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;qual cosa fa supporre che la genesi dell ' acido fosforico succede per opera della fruttificazione o della fecondazione dei;semi del;fungo parassito invasore , atteso che quei filugelli , che periscono bensi ' colpiti dal mal del segno , ma;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;crebbero , promuovendosi a poco a poco in tale situazione nella sottoposta sostanza animale il putrido fermento , i sovrapposti;semi del;mortal parassito , partecipando di questo intestino movimento , si alterano e periscono e danno ora coll ' innesto bachi;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;vasi o di altri arnesi che possono averle tocche o in qualunque altra maniera vengano su di esse portati i;semi del;micidial parassito , dall ' epoca della loro emissione o deponimento a quella della loro schiusura . ( 4 );-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;, tanto piu ' aumentasi il numero dei malati , dei morti e dei calcinati , e con questi i;semi del;crudel parassito , i quali quanto piu ' divengono numerosi , piu ' bigatti ammorbano , infermano ed uccidono ,;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;diminui ' , va via via sempre piu ' diminuendo , finche ' cessa alla fine totalmente . Intanto i;semi del;contagio in generale non piu ' crescendo per non poter quivi piu ' riprodursi , mancando i soggetti a cio;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;' invasione del nemico e quindi la morte dell ' invaso insetto . Quando sono molto numerosi anzi numerosissimi i;semi del;vegetabile parassito che hanno accesso , ossia che toccano il bruco , quantunque pressocche ' tutti , o per la;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;loro sviluppo e successivo loro incremento . Finita la comune pastura nell ' estinto animaletto contenente , i figli o;semi del;parassito vegetabile , riprodotti e perfezionati nel cadavere , invadono l ' altro parassito animale tuttora esistente nel morto insetto;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;mostrossi in origine la prima volta sulla terra , ed uccise il primo filugello od altro bruco . Comparsi i;semi del;vegetabile parassito su questo pianeta contemporaneamente ai bruchi o dopo la loro esistenza ed in qualche modo in questi introdotti;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;nella riproduzione del detto fungo perche ' non v ' ha contagione nel cadavere ove non v ' hanno i;semi del;detto vegetabile , o non sono stati perfezionati , o furono tolti o spenti ? Perche ' se i germi;-
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"ci guardava commossa : scaltra ell ' era e sapiente ; essa sapeva , certo ! , che gettava i";semi del;furore in un cuore inesperto , in un ' urna di candore leale e incosciente . Fu bene ? fu;-
doc#534;1841-1947;5_POES_PASCOLI_POEMI CONVIVIALI;POESIA;Giovanni Pascoli;Poemi conviviali;1904;;"trepida , inerte ; e poi con le tue dita d ' aria ti provi , scegli a lungo i";semi del;papavero immemore , e in un giorno tanti ne cogli , quanti appena udresti cantare nella secca urna d ';-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;vela e mosse i remi 166 quando pria tragittollo al bel paese , va sotto l ' ali fomentando i;semi dela;fiamma ch ' ancor non è palese . Fa su la mensa intanto addur gli estremi dela vivanda il contadin;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;della loro natura si illanguidisce , quasi si estingue . Quando l ' uomo nasce , non ha che i;semi dell;"' intelligenza ; ma l ' intelligenza non vi è più , ed appena dopo qualche anno risorge e vegeta";-
doc#4;XIII cent.-1375;1_ESP_BARTOLOMEO DA SAN CONCORDIO_AMMAESTRAMENTI DEGLI ANTICHI;ESPOSITIVI;Bartolomeno da San Concordio;Ammaestramenti degli antichi;XIV;toscano;Monachi . Schifisi ogni cosa , che contra voi si può componere , quasi come si possa credere . I;semi della;"mala fama , anzi che si nutrichino , muoiano ; perocchè a noi non solamente è da cacciare via la";-
doc#102;1376-1532;2_ESP_MACHIAVELLI_ISTORIE FIORENTINE;ESPOSITIVI;Niccolò Machiavelli;Istorie fiorentine;1532;toscano;' uno dell ' altro per i loro figliuoli . Non di meno , acciò che in Italia restassero i;semi della;guerra , non consentì fare la pace , se prima dai collegati non gli fu concessa licenzia di potere ,;-
doc#102;1376-1532;2_ESP_MACHIAVELLI_ISTORIE FIORENTINE;ESPOSITIVI;Niccolò Machiavelli;Istorie fiorentine;1532;toscano;di aiuti , i quali non furono tanti che defendessero Niccolò , ma furono ben suffizienti a gittare i primi;semi della;"nimicizia intra Sisto e i Medici ; i quali poco di poi produssono malissimi frutti . Né arebbono differito molto";-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;di nuovo tra i due re o perché già , per l ' occasione della morte della reina e i;semi della;discordia futura tra il suocero e il genero , avesse qualche pensiero d ' appropriarsi il reame di Napoli ,;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;diceva essere sua per averla guadagnata con giusta guerra , parve a Cesare e a lui , per spegnere i;semi della;"discordia , di gittare in terra le mura ; non ostante che ne ' capitoli fatti con quegli di Terroana";-
doc#313;1533-1691;3_SCIENT_REDI_ESPERIENZE INTORNO ALLA GENERAZIONE DEGLI INSETTI;SCIENTIFICI;Francesco Redi;Esperienze intorno alla generazione degli insetti;1668;;miglior razza e più generose e più forti : e di qui avviene che , ribollendo loro in seno i;semi della;paterna ferocia , non temono di assalire , se irritate sieno , gli uomini stessi e di ammazzare ancora ogni;-
doc#315;1533-1691;3_SCIENT_REDI_OSSERVAZIONI INTORNO AGLI ANIMALI;SCIENTIFICI;Francesco Redi;Osservazioni intorno agli animali viventi che si trovano negli animali viventi;1684;;lati , e ne meno con la quarta maniera che son detti Cucurbitini dalla similitudine che sembrano aver co ';semi della;Zucca . E qui sia il fine delle esperienze da me fatte intorno alla morte de ' Lombrichi , per;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;dovrà produrre ancora l ' avvilimento nel genere istesso , annullare quasi il suo valor permutabile , e spargere i;semi della;miseria generale . Il mezzo quindi più efficace ad impedire tra noi l ' avvilimento e l ' abbandono dell;-
doc#365;1692-1840;4_PERS_LEOPARDI_EPISTOLARIO;PERSONALI;Giacomo Leopardi;Epistolario;1810-1837;;Dio lo salvi dalla pestilenza , e non si guasti col tempo quello che dovrebbe prosperare , io dico i;semi della;virtù che s ' è studiato di raccorre nella giovinezza . Del vostro Discorso non vi scrissi più che tanto;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;' bene saper distinguere l ' una dall ' altra queste due varieta ' , atteso che per ispegnere i;semi della;prima si esigono agenti meno potenti di quello che si richieda per estinguere i semi della seconda . Onde conoscere;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;che per ispegnere i semi della prima si esigono agenti meno potenti di quello che si richieda per estinguere i;semi della;seconda . Onde conoscere se il fungo parassito da cui sono invasi i filugelli che si vedono perire appartenga all;-
doc#425;1692-1840;4_SCIENT_BASSI_DEL MAL DEL SEGNO;SCIENTIFICI;Agostino Bassi;Del mal del segno calcinaccio o moscardino;1835;;. Fa duopo pero ' valersi , innestando di germi non infievoliti dal tempo o altrimenti , diversamente anche i;semi della;varieta ' la piu ' potente impiegano talora sin otto e piu ' giorni a togliere la vita all ';-
doc#565;1841-1947;5_SCIENT_PARETO_MANUALE DI ECONOMIA POLITICA;SCIENTIFICI;Vilfredo Pareto;Manuale di economia politica;1919;;ci gioverebbe menomamente per conoscere il miglior modo di coltivare e produrre il frumento . Studiate fin che volete i;semi della;"quercia , del faggio e del tiglio ; tale studio non potrà mai , per chi ha da edificare ,";-
doc#98;1376-1532;2_ESP_FICINO_EL LIBRO DELL'AMORE;ESPOSITIVI;Marsilio Ficino;El libro dell'amore;1491;toscano;"' anima e dirizzano l ' anima alla mente . "" Le terze circa el terzo "" , cioè e";semi delle;cose circa l ' anima , perché mediante l ' anima passano nella natura , che s ' intende nella;-
doc#239;1533-1691;3_ESP_ANTONIANO_TRE LIBRI DELL'EDUCAZIONE CHRISTIANA DEI FIGLIUOLI;ESPOSITIVI;Silvio Antoniano;Tre libri dell'educazione christiana dei figliuoli;1584;;per tempo sia necessario instillar nell ' animo tenero del fanciullino , il timor di Dio , et tutti i;semi delle;virtù christiane , se bene con vario modo , et più , et meno perfettamente , secondo la minore ,;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;giusta cagione si giudicava che la concordia e la pace tra i prìncipi tanto potenti avesse a spegnere tutti i;semi delle;discordie e delle guerre italiane . E nondimeno , o per la infelicità del fato nostro o perché , per;-
doc#312;1533-1691;3_SCIENT_MAGALOTTI_SAGGI;SCIENTIFICI;Lorenzo Magalotti;Saggi;XVII;;ma smontando s ' intorbida e muta colore . Ecco per qual maniera dall ' umano ardimento provennero i primi;semi delle;"false opinioni ; dalle quali non è perciò che rimanga punto offuscata la chiarezza delle belle creature di Dio ,";-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;e il lino . Si raccolgono e si legano i nuovi tralci nelle vigne . L ' ortolano raccoglie i;semi delle;"rape e delle altre piante da orto ; sarchia i ceci , i fagiuoli ed il formentone , e spunta";-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;nel seguente mese , cipolle , lattughe e cavoli da torso . Si scalzano i cardoni . Si seminano i;semi delle;scabiose , quei dei leucoi ( barcu ) ecc . In questo mese si fanno con maggior facilità e sicurezza;-
doc#356;1692-1840;4_ESP_PALMERI_CALENDARIO DELLO AGRICOLTORE SICILIANO;ESPOSITIVI;Niccolò Palmeri;Calendario dello agricoltore siciliano;1829;;pianta , e le somministra il nutrimento più acconcio nella sua infanzia . Gli ortolani infatti non lavan mai i;semi delle;zucche e dei cocomeri . Che , se conviene separare dal frutto i semi degli agrumi , delle mele ,;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;forte quanto quello che ci fa amare la vita . Perché dunque non avrebbe messi nelle nostre menti i primi;semi delle;leggi , che son tanto necessari a conservar la società , quanto la respirazione è necessaria a conservar la vita;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;dal rapir la terra agli animali e dal vincer la natura - Questa altro non aveva somministrato che i primi;semi delle;cose - Quanto difficile l ' esser giunti a conoscere la natura intrinseca delle piante - Varia natura delle foglie;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;di guida nelle mie operazioni e servirete ai bisogni miei . - La natura non avea somministrati che i primi;semi delle;"cose ; e , nella prima antica origine , il cibo , ch ' essa avea apprestato agli uomini ,";-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;dal rapir la terra agli animali e dal vincer la natura - Questa altro non aveva somministrato che i primi;semi delle;cose - Quanto difficile l ' esser giunti a conoscere la natura intrinseca delle piante - Varia natura delle foglie;-
doc#313;1533-1691;3_SCIENT_REDI_ESPERIENZE INTORNO ALLA GENERAZIONE DEGLI INSETTI;SCIENTIFICI;Francesco Redi;Esperienze intorno alla generazione degli insetti;1668;;credere che la generazione degli animali nati dagli alberi non sia una generazione a caso , né fatta da ';semi depositati;"dalle sopravvegnenti gravide mosche ; e tanto più perché non vi è pur una sola gallozzola che non abbia il";-
doc#5;XIII cent.-1375;1_ESP_BOCCACCIO_ESPOSIZIONI SOPRA LA COMEDIA DI DANTE;ESPOSITIVI;Giovanni Boccaccio;Esposizioni sopra la Comedia di Dante;1373;toscano;princìpi , o da odio , o da amore , e poneva una materia mista essere , nella quale i;semi di;"tutte le cose fossero , e quella diceva chiamarsi "" caòs "" , il che tanto suona quanto "" confusione";-
doc#5;XIII cent.-1375;1_ESP_BOCCACCIO_ESPOSIZIONI SOPRA LA COMEDIA DI DANTE;ESPOSITIVI;Giovanni Boccaccio;Esposizioni sopra la Comedia di Dante;1373;toscano;"di tutte le cose , la quale egli appellava "" caòs "" , e in questa materia diceva essere i";semi di;"tutte le cose ; e quelle , che produtte vedavamo e avere certa e distinta forma dall ' altre ,";-
doc#98;1376-1532;2_ESP_FICINO_EL LIBRO DELL'AMORE;ESPOSITIVI;Marsilio Ficino;El libro dell'amore;1491;toscano;"huomini è pregno el corpo e è pregno l ' animo "" . Nel corpo sono da natura infusi e";semi di;tutte le cose corporali , di qui per ordinati trascorsi di tempo vengono fuori e denti , escono e peli;-
