docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#507;1841-1947;5_POES_CAMPANA_INEDITI;POESIA;Dino Campana;Inediti;XX;;dell ' onde È l ' ora che pei vichi fondi odoranti Di stoccafisso passan le mandòle Davanti alle bambole;semigiudaiche;in trono D ' avarizia e di prostituzione È l ' ora che roco s ' affanna Il giornalaio a;ev
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;fissa il carattere clinico ed anatomico del pazzo morale e del delinquente nato , che vagavano nel limbo delle ipotesi;semigiuridiche;e semipsichiatriche , spiega l ' instantaneità e l ' intermittenza e il contrasto paradossale dei loro sintomi che è;ev
doc#46;XIII cent.-1375;1_POES_GUITTONE_RIME;POESIA;Guittone d'Arezzo;Rime;1294;toscano;, ch ' è de sovra natura ? Ché ciò che l ' om de voi conosce e vede ,;semiglia;, per mia fede , mirabel cosa a bon conoscidore . Quale donque esser deo , poi tale donna intende;-
doc#93;XIII cent.-1375;1_TEATRO_JACOPONE DA TODI_LAUDI;TEATRO;Jacopone Da Todi;Laudi;XIII;umbro;laude e a noi possa giovare . Pareme che l ' omo sia creato a la imagine di Dio e;semiglianza;"; lo paradiso pareme ordinato de nove orden d ' angeli en ordenanza ; en tre ierarchie é el loro";-
doc#51;XIII cent.-1375;1_POES_NICCOLO DE ROSSI_CANZONIERE;POESIA;Niccolò de' Rossi;Canzoniere;XIV;veneto;respondo ch ' i ' de star solo i serei vago . Vorei vedere de la terra un lago che;semigliasse;un deluvio segondo , purch ' i ' vedesse on ' umo ir en profondo : se poi finisse ,;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;"che fa Socrate nel Fedro . Chi sa se il "" ditirambo "" degli antichi non fosse diverso da quella";semigotica;poesia , alla quale noi abbiam dato lo stesso nome ? Fragmenta veterum comicorum Graecorum . PLATONE . Convivium .;ev
doc#346;1692-1840;4_ESP_FOSCOLO_DISCORSO SUL TESTO DELLA COMMEDIA DI DANTE;ESPOSITIVI;Ugo Foscolo;Discorso sul testo della Commedia di Dante;1825;;", ma non le forme ; e parrebbe tarda cancellatura di chi poi sotto alla linea scrisse a rossi caratteri";semigotici;: MILESSIMO CCCLXXIX . FERARIE 27 . FERRUARJ . L ' ortografia fu di certo alterata da lettori più tardi;ev
doc#475;1841-1947;5_ESP_FACCIO_DELLA SCIENZA BIBLIOGRAFICA;ESPOSITIVI;Domenico Faccio;Della scienza bibliografica;1860;;disposta a lunghe righe od in colonne , se abbia il carattere grosso o minuto , romano , gotico ,;semigotico;od italiano , se vi siano divisioni o meno , e così dei richiami , delle cifre , delle segnature;ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;una loggia che gira da tre parti : stile del Cinquecento fin alle tegole . V ' è qualche pittura;semigrottesca;: le mura grosse cinque braccia . Non v ' è cosa notabile . Un pozzo nel cortile . La;ev
doc#546;1841-1947;5_PROSA_D'ANNUNZIO_IL PIACERE;PROSA;Gabriele D'annunzio;Il piacere;1889;;e veda tu Giorgio porgerti le mani e dal tondo viso riderti , come nella divina strofe di Catullo ,;semihiante;labello , interrompi la lettura . E le piccole calcagna rosee , dinanzi a te , premano le pagine dov;-
doc#434;1692-1840;4_SCIENT_TORRICELLI_LEZIONI ACCADEMICHE;SCIENTIFICI;Evangelista Torricelli;Lezioni accademiche;1715;;trianguli lateribus , ipsa etiam spiralis linea Êqualis apparebit . In Logarithmicis vere lineis , quas & ob unicam asyptoton;semihyperbolas;vocamus , demonstrabimus spatium licet in infinitam longitudinem abeat , trianguli tamen a tangente facti duplum esse . At solidum;-
doc#114;1376-1532;2_PERS_BOIARDO_LETTERE;PERSONALI;Matteo Maria Boiardo;Lettere;XV;emiliano;"posset venire ; et dictus Ludovicus de Nachis non posset quia est offitialis ad notariatum appellationum , ultra quod est";semiinfirmus;: que omnia duxi notificanda magnificentiis vestris ut deliberare et prosequi possint prout videbitur expedire . Regii , 1487 ultimo;-
doc#85;XIII cent.-1375;1_PROSA_PAGOLO MORELLI_RICORDI;PROSA;Pagolo di Bartolo Morelli;Ricordi circa una vicenda giudiziaria;1364-65;toscano;detti nostri antichi , ché di quattro fratelli ne rimase uno , il minore . Testò il valente di fiorini;semila;": rimase reda Pagolo pella metà , e le rede di Giovanni Morelli reda pell ' altra metà ; e";-
doc#85;XIII cent.-1375;1_PROSA_PAGOLO MORELLI_RICORDI;PROSA;Pagolo di Bartolo Morelli;Ricordi circa una vicenda giudiziaria;1364-65;toscano;e pagarono certa quantità di danaro , credo fiorini 3 mila d ' oro . Ancora s ' ordinò che;semila;uomini , cittadini e guelfi , si vestissono di sopravesta bianca coll ' arme del populo di dietro e dinanzi;-
doc#85;XIII cent.-1375;1_PROSA_PAGOLO MORELLI_RICORDI;PROSA;Pagolo di Bartolo Morelli;Ricordi circa una vicenda giudiziaria;1364-65;toscano;con quello fornimento seppono chiedere . Infra questo tempo si penarono a compiere , veniva a ' pisani circa di;semila;moggia di grano , il quale aveano comperato in più luoghi . E a un tratto vennono 22 legni ,;-
doc#115;1376-1532;2_PERS_BUONARROTI_LETTERE;PERSONALI;Michelangelo Buonarroti;Lettere;XV;toscano;fare detta sepultura . Ancora el reverendissimo cardinale Agenna promisse a detto Michelagniolopresente , di sua proprii danari pagarli ducati;semila;d ' oro di Camera ogni mese per errata , doppo il pagamento fattogli per il reverendissimo cardinale de ';-
doc#127;1376-1532;2_PERS_MORELLI_RICORDI;PERSONALI;Giovanni Morelli;Ricordi;XV;toscano;detti nostri antichi , ché di quattro fratelli ne rimase uno , il minore . Testò il valente di fiorini;semila;": rimase reda Pagolo pella metà , e le rede di Giovanni Morelli reda pell ' altra metà ; e";-
doc#127;1376-1532;2_PERS_MORELLI_RICORDI;PERSONALI;Giovanni Morelli;Ricordi;XV;toscano;e pagarono certa quantità di danaro , credo fiorini 3 mila d ' oro . Ancora s ' ordinò che;semila;uomini , cittadini e guelfi , si vestissono di sopravesta bianca coll ' arme del populo di dietro e dinanzi;-
doc#127;1376-1532;2_PERS_MORELLI_RICORDI;PERSONALI;Giovanni Morelli;Ricordi;XV;toscano;con quello fornimento seppono chiedere . Infra questo tempo si penarono a compiere , veniva a ' pisani circa di;semila;moggia di grano , il quale aveano comperato in più luoghi . E a un tratto vennono 22 legni ,;-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;"camminando Fiovo , giunsono in buon ' ora in Lombardia ; dove si fece loro incontro Durante di Melano con";semila;armati , e venne con loro a Roma . La novella venne nel campo degli infedeli . Lo re Danebruno;-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;"Alfea , ebbono dagli Alfei dumila cavalieri ; e quelli che s ' erano convertiti della gente di Folicardo erano";semila;"cavalieri ; sì che si partirono d ' Alfea con ottomila cavalieri di buona gente , e presono loro cammino";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;"de ' due gioganti circa a ottomila ; quegli di Balante erano ventimila , ma non avevano passato il fiume";semila;", quando furono assaliti ; ed erano rotti tutti quelli ch ' erano passati , se non fosse la franchezza";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;della loro gente . E tornato a Ughetto , gli comandò ch ' egli passasse il fiume di Tamis con;semila;"a cavallo , e che egli andasse tanto , che egli assalissi alla codazza de ' nimici ; ed egli";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;. E egli giurò fare quivi la vendetta . Bovetto fece tre schiere : la prima diede a Ughetto con;semila;"cavalieri ; la seconda diede a Guido , suo figliuolo , con settemila cavalieri ; la terza tenne per sé";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;"Togliete , cani , e mangiate l ' uno l ' altro ! "" . Allora si mossono più di";semila;"saraini , e fu percosso da molte lance , e fu attorniato ; ed egli nel mezzo con la spada";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;trovare e ' suoi corrieri , e mandò al re d ' Irlanda pregandolo per Dio che lo servissi di;semila;cavalieri , e mandò per tutta l ' isola per quanta gente potè fare da cavallo e da pie ';-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;e poi fece della sua gente tre schiere : la prima diede a Terigi , re di Schiavonia , con;semila;"cavalieri e con cinquemila balestrieri ; la seconda tolse Buovo per sé con semila cavalieri e mille balestrieri ; la";-
doc#188;1376-1532;2_PROSA_DA BARBERINO_REALI DI FRANCIA;PROSA;Andrea da Barberino;I reali di Francia;XV;toscano;", re di Schiavonia , con semila cavalieri e con cinquemila balestrieri ; la seconda tolse Buovo per sé con";semila;"cavalieri e mille balestrieri ; la terza diede a Guido e Sinibaldo suoi figliuoli . Sinibaldo , padre di Teris";-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;corrono al presente , fiorini sei e uno quarto per ciascuna squadra . A mille dugento squadre sarebbe il dì;semila;novecento fiorini tra maestri e lavoranti , a quattro lire per fiorino . ' ' Per infino a qui mi;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;con maravigliosa celerità , si trovorono al principio di aprile insieme in Italia mille cinquecento lancie diecimila fanti svizzeri e;semila;de ' sudditi del re sotto la Tramoglia il Triulzio e Lignì . Le quali genti , unite insieme a;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;Non movevano queste preparazioni i genovesi , intenti alla occupazione di Monaco , ove aveano intorno molti legni , e;semila;uomini di gente raccolta tumultuariamente della plebe e del contado , sotto il governo di Tarlatino capitano de ' pisani;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;potente esercito si procedesse . Nel quale il pontefice tenesse [ quattrocento uomini d ' arme cinquecento cavalli leggieri e;semila;fanti ] , tenessevi il senato viniziano [ ottocento uomini d ' arme mille cavalli leggieri e ottomila fanti ];-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;dieta in dieta , impedito che non si facesse deliberazione contraria a lui , si sentiva erano inclinati a concedere;semila;fanti agli stipendi de ' confederati , i quali gli dimandavano per potergli opporre agli squadroni ordinati e stabili de;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;seguitò con tutto l ' esercito , nel quale si dicevano essere mille uomini d ' arme mille stradiotti e;semila;"fanti ; infestandogli sempre da ogni parte gli stradiotti e numero infinito di villani , che scendendo dalle montagne gli";-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;"venuto ad alloggiare in sul Po appresso a Piacenza ; avendo settecento uomini d ' arme secento cavalli leggieri e";semila;fanti , e il ponte preparato a passare il fiume . Al quale per non dare giusta causa di querelarsi;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;il numero de ' fanti era molto minore . Alla guardia di Milano era Teodoro da Triulzi con [trecento] lancie;semila;"fanti tra grigioni e vallesi e tremila franzesi ; ma quando gli imperiali si voltorno verso Pavia richiamò , da";-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;la pertinacia di Lautrech ( il quale , pochi dì innanzi , aveva spedito in Francia perché mandassino per mare;semila;fanti ) , mandò Renzo , venuto credo in su l ' armata , verso l ' Aquila perché conducesse;-
doc#363;1692-1840;4_PERS_DA PONTE_MEMORIE;PERSONALI;Lorenzo Da Ponte;Memorie;1749;;dal cominciamento della mia promozione , da una masnada implacabile di criticucci , di pedantucci , di scìoli , di;semiletterati;, di poetastri , e , dopo questi , da uno dei più celebri e famosi poeti del nostro secolo;ev
doc#412;1692-1840;4_PROSA_DA PONTE_MEMORIE;PROSA;Lorenzo da Ponte;Memorie;1823;;dal cominciamento della mia promozione , da una masnada implacabile di criticucci , di pedantucci , di scioli , di;semiletterati;, di poetastri , e , dopo questi , da uno dei più celebri e famosi poeti del nostro secolo;ev
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;ultimo scacco , che è lo 64 , il quale numero si è tutto 18446744073709551617 , e così dice che;semilia;fiate questo numero non potrebbe comprendere lo numero delli angeli vv . 94-96 Cioè ch ' essa moltitudine d ';-
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;è novitade per le creature che così sta in sè medesimo dopo la creazione come dinanzi . XXX Versi Forse;semilia;miglia di lontano Ci ferve l ' ora sesta , e questo mondo China già l ' ombra , quasi;-
doc#35;XIII cent.-1375;1_POES_DANTE_COMMEDIA;POESIA;Dante Alighieri;Commedia;1321;toscano;"speculi fatti s ' ha in che si spezza , uno manendo in sé come davanti "" . XXX Forse";semilia;miglia di lontano ci ferve l ' ora sesta , e questo mondo china già l ' ombra quasi al;-
doc#77;XIII cent.-1375;1_PROSA_DANTE_CONVIVIO;PROSA;Dante Alighieri;Convivio;1304-07;toscano;"e anche una mezza volta ; onde , con ciò sia cosa che la terra per lo diametro suo sia";semilia;cinquecento miglia , lo diametro del sole , che alla sensuale apparenza appare di quantità d ' un piede ,;-
doc#115;1376-1532;2_PERS_BUONARROTI_LETTERE;PERSONALI;Michelangelo Buonarroti;Lettere;XV;toscano;detta sua sepultura : e esso reverendissimo Cardinale promette a esso Michelagniolode ' sua propii danari pagare et sborsare ducati;semilia;d ' oro simili proporzionabiliterogni ( e ) ciascheduno mese da poi che sarà fatto il pagamento di ducati settemilia;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;che fu d ' Egitto . Quegli d ' Egitto dicono che ebbono l ' arte della pittura più che;semilia;anni inanzi a ' Greci , como si fusse all ' ombra si legge essere trovata . Policreto si dice;-
doc#15;XIII cent.-1375;1_POES_ANONIMO_BESTIARIO UMBRO;POESIA;Anonimo;Bestiario Umbro;XIII;umbro;de l[o] suo cominciamento . 33 . Del grifone Vera[ce]mente facto è lo grifone de bestia e d ' ucello;semiliante;": l ' arieri parte sì come leone , davante senbla l ' aquilia volante ; fortissimo , secondo la";-
doc#15;XIII cent.-1375;1_POES_ANONIMO_BESTIARIO UMBRO;POESIA;Anonimo;Bestiario Umbro;XIII;umbro;è poi da li omini caciata , quello ke odia non pòne lasciare . Amico , [co]tal ' è la;semilianza;: ami lo mondo e morendo lo lassi e pòrtine l[e] opere ke fai . Se mecti lo Signore in;-
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;potrebbero anche dirsi semivulcani aeroargillosi certe masse di terra salata , donde esce a sprazzi e a getti una melma;semiliquida;e qualche gasse . 2 - . Sono chiamati mofete i bassi strati costituiti da acido carbonico , come quella;ev
doc#567;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-2;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte seconda);1863;;balsamo del Tolù e quello del Perù li contengono ambidue . 27 - Dicesi catrame o pece navale un miscuglio;semiliquido;di resine e di ioduri d ' idrogeno , il quale si ottiene colla distillazione del carbon fossile , del;ev
doc#315;1533-1691;3_SCIENT_REDI_OSSERVAZIONI INTORNO AGLI ANIMALI;SCIENTIFICI;Francesco Redi;Osservazioni intorno agli animali viventi che si trovano negli animali viventi;1684;;vicinanza dello stretto passaggio , che va dal gozzo allo stomaco , sta piantato da una delle bande un ossetto;semilunare;"assai tagliente per esercitarvi l ' ufficio de ' denti Tav . undecima , Fig . quarta ; e dalla";ev
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;. 8 , b . La inferiore è notabilmente elevata , ed ha due pieghe ottuse ed una profonda slabbratura;semilunare;che riceve un lobo rotondato della valva opposta . L ' apice è corto , acutissimo e forato da un;ev
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;può presumere che rappresenti questa conchiglia . Ottima è quella di Martini in cui si vede egregiamente espresso quel seno;semilunare;che il margine del lato anteriore forma in vicinanza del cardine . Osservazioni . La più parte delle telline che;ev
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;in quella marina che è più piccola , altro non si scorge nello stesso luogo che un lobo rotondato e;semilunare;. Un carattere particolare di questa venere , e che non mi è accaduto di riscontrare in verun ' altra;ev
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;. Le orecchiette sono a un di presso eguali , ed una di quelle della valva inferiore ha una slabbratura;semilunare;. In Valle di Andona ne ho rinvenuto del diametro di quattordici linee , e di tal sottigliezza che ,;ev
doc#430;1692-1840;4_SCIENT_ROLANDO_SAGGIO SOPRA LA VERA STRUTTURA DEL CERVELLO UMANO;SCIENTIFICI;Luigi Rolando;Saggio sopra la vera struttura del cervello dell'uomo e degli animali;1828;;del solo raziocinio tentai di confermare quest ' opinione colle sperienze , al qual ' effetto avendo separato il ganglio;semilunare;dal tessuto cellulare , da cui è involto , me ne sono servito per far parte d ' un arco;ev
doc#427;1692-1840;4_SCIENT_BROCCHI_CONCHIOLOGIA FOSSILE SUBAPPENNINA;SCIENTIFICI;Batista Brocchi;Conchiologia fossile subappennina;1814;;descrizione oblique striata . Gmelin che copiò Martini , soppresse quest ' ultima frase , e vi sostituì striis transversis;semilunatis;, le quali si scorgono in vece nell ' arca minuta . In sei esemplari fossili dell ' arca pella;-
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;era riflesso come farebbe una palla d ' avorio ingiallito . Gli occhi serrati , le guancie aggrinzite di quel;semimartire;mostravano in qual mare di delizie nuotasse . Ma uno spettacolo più inaspettato mi fece presto scordare il prete .;ev
doc#203;1376-1532;2_SCIENT_DA VINCI_TRATTATO DELLA PITTURA;SCIENTIFICI;Leonardo da Vinci;Trattato della pittura;1540;toscano;è partorita dall ' esperienza , e quella esser scientifica che nasce e finisce nella mente , e quella essere;semimeccanica;che nasce dalla scienza e finisce nella operazione manuale . Ma a me pare che quelle scienze sieno vane e;ev
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;i carboni fossili sono di quattro specie . Prima antracite o geantrace o carbone splendente , nero , di splendore;semimetallico;, che fa bragia solo con gran calore , ed i cui frantumi nell ' ardere non si agglutinano fra;ev
doc#279;1533-1691;3_POES_LEPOREO_LEPOREAMBI;POESIA;Ludovico Leporeo;Leporeambi;XVII;;, E senza stento a mille , a cento accrescole . Dalle muraglie d ' anticaglie sboscole , Minime ,;semiminime;, e minuscole , E sappi il mondo attondo che io conoscole . Ciarlino pure le censure cruscole , Ché;non_ev
doc#203;1376-1532;2_SCIENT_DA VINCI_TRATTATO DELLA PITTURA;SCIENTIFICI;Leonardo da Vinci;Trattato della pittura;1540;toscano;dodici punti , e ciascun punto in dodici minuti , ed i minuti in minimi , ed i minimi in;semiminimi;. 99 . Modo di ritrarre di notte un rilievo . Fa che tu metti una carta non troppo lucida;non_ev
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;"placentazione assile senza perisperma ; VII . item con perisperma ; VIII . item a placentazione parietale ; IX .";semimonopetali;"; X . monopetali ipogini ; XI . monopetali perigini . 5 - . Gli acotiledoni cellulari , che sono";ev
doc#566;1841-1947;5_SCIENT_REGNANI_ELEMENTI DI FISICA UNIVERSALE-1;SCIENTIFICI;Francesco Regnani;Elementi di fisica universale (parte prima);1863;;"ampelidee ( vite comune , abròstine o lambrusca ) ; VIII . celastrinee od evonimi . 19 - . I";semimonopetali;si dividono in I . agrifogliacee ed aquifogliacee od ilicinee ( agrifoglio , od alloro spinoso o pugnitopo , ilex;ev
doc#242;1533-1691;3_ESP_DE LUCA_DIFESA DELLA LINGUA ITALIANA;ESPOSITIVI;Giovanni De Luca;Difesa della lingua italiana;1675;;totalmente morta nell ' uso comune e volgare nell ' Italia la sudetta lingua latina , ancorché fosse spirante e;semimorta;, come in gran parte corrotta e confusa da tante diverse lingue barbare e forastiere . Ma non erasi ancora;ev
doc#73;XIII cent.-1375;1_PROSA_BOCCACCIO_FILOCOLO;PROSA;Giovanni Boccaccio;Filocolo;1336-38;toscano;fierezza del nimico , né della moltitudine circustante , con maestrevoli e forti colpi il reca a fine , e;semimorto;quivi il lasciò davanti al fummo , correndo agli altri . Bellisano , ormai anziano cavaliere , d ' armi;ev
doc#157;1376-1532;2_POES_CORREGGIO_RIME;POESIA;Niccolò da Correggio;Rime;XV;emiliano;poter col voler ben non se accorda . Qui placide accoglienzie viddi e isdegni , qui vissi lieto e talor;semimorto;, ché a tue insidie non val forza né ingegni . Ma del dolor ch ' io provo ho un;ev
doc#180;1376-1532;2_POES_SERAFINO AQUILANO_RIME;POESIA;Serafino de' Ciminelli dall'Aquila;Rime;XV;toscano;cor l ' ardente telo . Giaccio pallido , stanco , arso , orbo e cieco , El corpo giace;semimorto;in terra , Ché a minor pena va l ' alma smarrita . L ' onor , la palma è;ev
doc#288;1533-1691;3_POES_TANSILLO_CANZONIERE;POESIA;Luigi Tansillo;Canzoniere;XVI;;speranza : quindi onesto e puro . Chi che ' l campo vedrà de le parole , ch ' io;semin;ora in prose ed ora in rime , — fiori di speme o di desio , — non stime ch;-
doc#4;XIII cent.-1375;1_ESP_BARTOLOMEO DA SAN CONCORDIO_AMMAESTRAMENTI DEGLI ANTICHI;ESPOSITIVI;Bartolomeno da San Concordio;Ammaestramenti degli antichi;XIV;toscano;come io feci a ltrui così ha renduto Dio a me . 3 . Salamone ne ' proverbi . Chi;semina;"la iniquità , ricoglierà i mali ; e colla verga dell ' ira sua sarà consumato . 4 . Ecclesiastico";-
doc#8;XIII cent.-1375;1_ESP_COMPAGNI_CRONICA DELLE COSE OCCORRENTI;ESPOSITIVI;Dino Compagni;Cronica delle cose occorrenti ne' tempi suoi;1310-1312;toscano;ribelli ( 1311 , . . . - maggio ) . Il Nimico , che mai non dorme ma sempre;semina;e ricoglie , mise discordia in cuore a ' nobili di Cremona di disubidire : e due fratelli , figliuoli;-
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;, cavali tutti li denti , ed abbi due bovi , e falli arare un campo di terra , poi;semina;"li detti denti ; e sappi che ' l ditto serpente è incantato dalle ninfe in tal modo , che";-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;scritto . Del somenar del grano . Quando tu voi seminare formento Al primadiço sta sempre atento , E però;semina;de setembre Com ' è compide le vendeme , Pur che stia ben la coltura , None aspetare mai la;-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;Andando punto el tempo bono , E se ' l tempo va punto contrario Alora è magor desvario . Siché;semina;adoncha primadiço Prima che vegna el fredo e ' l striço , Che ' l primadiço fa caspo e radiçe;-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;spexe . Or quando tu li voi seminare Li fa la stopia un poco arare , E poi li lupini;semina;di sopra , Se tu vo ' far punto bon opra , E se poi la terra erpeghar fessi Lo;-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;, E fa che la sia molto ben tritta Che al naser ben quel molto aita . E poi li;semina;"alora Doue tue anime demora ; Ma uolsi ben mategnir frescha Quella terra e non mai secha , Siché naser";-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;cose che te ho scripto . Quando tu voli seminare formento In al primadiço sta sempre atento , E però;semina;sempre de septembre Como l ' è compiute le vendeme , Pur ch ' el stia ben la cultura ,;-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;anchora asay bono , E se ' l tempo va miga contrario Alora gli è mazore desvario . Sì che;semina;adunche primadizio Nanti che venga il fredo e ' l stizo , Ché ' l primadizio fa caspo e radize;-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;le spexe . Or quando tu li voy seminare Fa la stopia uno poche arare , E poy li lupini;semina;"de sopra , S ' el te piace , e farà bon ' opera ; E se poy la terra";-
doc#23;XIII cent.-1375;1_POES_AUTORI VARI_RIMATORI BOLOGNESI;POESIA;Autori Vari;Rimatori bolognesi del Trecento;XIV;emiliano;che la sia molto ben trita , Che al nascere molto ben quel aita , E po ' li su;semina;alora Quelle toe animele de mora . Ma volsi ben mantenere frescha Quella terra e may non secha , Sì;-
doc#46;XIII cent.-1375;1_POES_GUITTONE_RIME;POESIA;Guittone d'Arezzo;Rime;1294;toscano;"di fra Guittone ad ignoto : solo Dio può giudicare ; l ' uomo non ha se non ciò che";semina;". Giudicare e veder del tutto fermo , amico , non perten ch ' ai divin occhi ; e sovente";-
